# schema=1
authoring_method	direct-llm-reviewed
ogden-square	913cfef908114077	这是一个正方形。
ogden-chain	4215aa7a9c838eb9	这是一条链子。
ogden-kick	dcede0a3dfaed594	这是一次踢击。
ogden-request	128d5ae1d0760009	这是一个请求。
ogden-frame	9e6a52a376e03bdd	这是一个框架。
ogden-observation	2f5d15eb92524b9e	这是一次观察。
ogden-wash	83c509a5c5b4d16f	这是一次清洗。
ogden-mass	0e0077fe081e5ec6	这是一团物质。
ogden-secret	16a9c1c5b206fab2	这是一个秘密。
ogden-iron	685a56a3af8d37af	这是铁。
ogden-servant	ad71ba1a9c296775	这是一名仆人。
ogden-roof	7b792f72c6d540ac	这是一个屋顶。
ogden-milk	2d63383149499c05	我了解牛奶。
ogden-grey	dfe106e4ee3987d7	它是灰色的。
ogden-cloud	426889c8943a6719	这是一朵云。
ogden-stretch	7e47546a3698395d	这是一次伸展。
ogden-seed	003a5404da23860d	这是一粒种子。
ogden-ill	1912df7eb6dd9d15	我生病了。
ogden-tired	2aa7fba8a010e7c2	我累了。
ogden-rail	e5fd591f3875b52e	这是一根栏杆。
ogden-comparison	8fbb8f3435039331	这是一项比较。
ogden-mine	cb01cc14533fb5ed	这本书是我的。
ogden-shock	e8a6993042aff3d0	这是一次震动。
ogden-wheel	555c80f68664e97f	这是一个轮子。
ogden-grass	d7ec0d266f582d09	这是草。
ogden-solid	2bc7715c8a31ac0f	这是一块固体。
ogden-hat	d7ad9021d1b4a6ed	这是一顶帽子。
ogden-taste	886d723ce169e33f	这是一种味道。
ogden-sharp	ca36501df6c2e61a	这是一个升半音符号。
ogden-addition	9bcf47458f41114c	这是一道加法。
ogden-cheese	2675f37f3a821f57	我有一些奶酪。
ogden-bread	d4c76787062a1426	我了解面包。
ogden-coat	2619bbc4a28a95ef	这是一件外套。
ogden-sad	1a877d3766201e70	我很难过。
ogden-steel	d90384a2fa7fd9b1	我有一些钢材。
ogden-violent	eb2ee57c627dd5fb	这很暴力。
ogden-self	4d69ab0c9994b566	我了解自我。
ogden-dear	93685d8464821322	这是一位亲爱的人。
ogden-boot	b144989fd55a6c3e	这是一只长靴。
ogden-net	759a2011121c81f3	这是一张网。
ogden-sand	fd72ca81a20aab02	我有一些沙子。
ogden-print	6517366404c773a7	这是一份印刷品。
ogden-lock	1f6f56a5191b181f	这是一把锁。
ogden-opposite	2d7d57b896404b13	它在这个的对面。
ogden-approval	7d48ddac402f204d	这是一项批准。
ogden-discovery	26b76cd0a51baed0	这是一个发现。
ogden-protest	73995d96fa5b44ff	这是一场抗议。
ogden-pot	82458664537ecd0b	这是一个锅。
ogden-knife	4db4bffeceb01841	这是一把小刀。
ogden-silver	18795e390ef36147	我有一些银。
ogden-sudden	fa86946087c66b4d	这是一次突然的变化。
ogden-potato	43e6c54c972b38eb	这是一个马铃薯。
ogden-dust	e4d7bbfd0b40e8e0	我有一些灰尘。
ogden-substance	aaeed7dca238d28c	这是一种物质。
ogden-kiss	53ee30a39289b7ac	这是一个吻。
ogden-cake	5ef25f93bbd1484a	这是一块蛋糕。
ogden-wet	2930ae5e8c94a1be	它是湿的。
ogden-angle	a96fe91ab7e8901d	这是一个角度。
ogden-dependent	af24385a0c63e05d	他依赖别人。
ogden-expansion	e674b585f6e4cd1f	这是一次扩张。
ogden-false	47a89be928f5118f	这是假的。
ogden-wire	9129b063acb7d1e5	这是一根电线。
ogden-tendency	b8f6482a249ca538	这是一种趋势。
ogden-fixed	b4a4df7c05edd2f4	它已经固定好了。
ogden-smell	31da567d2dea28bb	这是一种气味。
ogden-butter	ffede029c8fd9063	这是黄油。
ogden-smoke	aaa98794d738bef8	这是烟。
ogden-rough	cca0a1db46df3a11	它很粗糙。
ogden-smooth	18ac6c03a736ed98	它很光滑。
ogden-pipe	79e56786cbe7af02	这是一根管子。
ogden-flag	46819de7d99c6870	这是一面旗帜。
ogden-apple	0729e5adc143b0d8	这是一个苹果。
ogden-throat	c958ee561b19e258	这是咽喉。
ogden-moon	15631dc87d0676e1	这是一轮月亮。
ogden-electric	22b50bdabc14c653	这是电动的。
ogden-curtain	9bde4834504ac8e0	这是一幅窗帘。
ogden-stomach	bbf68422de9867b9	这是胃。
ogden-curve	270ef676f05d2ff3	这是一条曲线。
ogden-clock	eba46dc8630ad3a4	这是一个时钟。
ogden-chemical	651862ed9ce755fe	这是一种化学品。
ogden-bath	1804e94cd6242dc9	这是一次沐浴。
ogden-tail	f9e91df43fcbe9a8	这是一条尾巴。
ogden-conscious	0b57e70a8b85b1f6	我神志清醒。
ogden-button	6a18065e0304398a	这是一颗纽扣。
ogden-bell	62c631705510ca61	这是一只铃铛。
ogden-destruction	b11084825ad1f48a	这是一次破坏。
ogden-broken	236278f08a99e379	它坏了。
ogden-sheep	1ed740ff59b4acff	这是一只羊。
ogden-rice	dec97aa31744d273	我了解大米。
ogden-tight	dc5b51ba91bd721e	它很紧。
ogden-steam	fa0e26a30cc25400	我有一些蒸汽。
ogden-fiction	6922ae1140ca9a90	我了解小说。
ogden-vessel	8019aa138b4c6050	这是一艘船。
ogden-brick	6eda0d3550ac9925	这是一块砖。
ogden-reward	32a0e88538e4d047	这是一份奖励。
ogden-comfort	bd6fd280b0156c72	这是一种安慰。
ogden-tongue	86c55a1f009e5db2	这是一条舌头。
ogden-till	47fbac36cb27ccc9	我在这里待到晚上。
ogden-swim	276b31ae372edc60	我会游泳。
ogden-loose	db5629db8293aeb4	它很松。
ogden-dirty	6ce4a8b93aad5fc2	它很脏。
ogden-rub	c4272075917497a1	这是一次摩擦。
ogden-sail	c50d402385752615	这是一面船帆。
ogden-oven	f73b89c7160e0c2e	这是一台烤箱。
ogden-shelf	5c755dff7ce2c112	这是一个架子。
ogden-leather	7346cdd037423fd8	这是皮革。
ogden-cow	da6ae5f836455a5f	这是一头母牛。
ogden-tin	46a31040dc82e133	这是一个锡罐。
ogden-trousers	48a175d882756c7b	这些是裤子。
ogden-shade	8614b81e60682cf1	这是一处阴凉。
ogden-soup	7bc54b0fe31273f9	我有一些汤。
ogden-nerve	edffcff6a979e6a2	这是一根神经。
ogden-crack	8caa5e2363f13e34	这是一条裂缝。
ogden-burst	80d1476c8f087cf4	这是一次爆裂。
ogden-pig	90b076645ad6dc42	这是一头猪。
ogden-pen	b50c7c646feacd73	这是一支钢笔。
ogden-punishment	a53bf71394ecf195	这是一项惩罚。
ogden-trick	63805d9bfa78b7d7	这是一个诡计。
ogden-wise	72b3f98a92f6b5c2	这是明智的。
ogden-loud	355617fa6d541eca	声音很大。
ogden-bitter	6ec4163de298c5c8	它很苦。
ogden-glove	e372fdc98e0b5a31	这是一只手套。
ogden-carriage	29aba0852af70fa4	这是一辆马车。
ogden-attraction	d931986a2483cf07	这是一种吸引力。
ogden-frequent	3105742a0baea68a	这是频繁使用的情况。
ogden-slope	12add92db0fadda7	这是一个斜坡。
ogden-adjustment	1813ab38d3e57d75	这是一次调整。
ogden-silk	fb5562ff1db5257e	这是丝绸。
ogden-cotton	af4885622f5466ed	我有一些棉花。
ogden-rat	16b9ec752f2c3f3b	这是一只老鼠。
ogden-orange	94b9172752c42ff6	这是一个橙子。
ogden-blade	299816acc62d4300	这是一片刀片。
ogden-bite	ed4f578e4dacd7b0	这是一次咬伤。
ogden-automatic	9dd71a703141657b	这是自动的。
ogden-nut	e8e2b010c1ce9da3	这是一颗坚果。
ogden-flame	15fc96f6955e12c3	这是一团火焰。
ogden-wound	df6e3b56485b9fd3	这是一处伤口。
ogden-grain	885ad193e541a693	这是一粒谷物。
ogden-brush	a130839ae1acaa0e	这是一把刷子。
ogden-needle	19be68cd20a3d2af	这是一根针。
ogden-basket	b29d2e83a4339de0	这是一个篮子。
ogden-powder	2b0d33e2fa093ef9	这是一种粉末。
ogden-advertisement	01afeb475a48b5db	这是一则广告。
ogden-rhythm	f1bdd1988568590e	这是一种节奏。
ogden-cloth	3a6fdec88fe8b58a	这是一块布料。
ogden-toe	7c52a440fb67d202	这是一根脚趾。
ogden-grip	737de668115c6c52	这是一次紧握。
ogden-insect	9d9d6d97a6b4524c	这是一只昆虫。
ogden-stem	9123f787c4cffda9	这是一根茎。
ogden-pump	c25ba22607816e38	这是一台水泵。
ogden-snake	ac5a70b3fc1ddd96	这是一条蛇。
ogden-fold	17eeed9f2d2b3f38	我能把它折起来。
ogden-mixed	29e23acab7739f53	它是混合的。
ogden-harbour	4d67f86cf002586b	这是一个港口。
ogden-verse	5152cbed72aba1e5	这是一节诗。
ogden-nail	21676b201d063b0a	这是一枚钉子。
ogden-skirt	a420b10405520c73	这是一条裙子。
ogden-drain	10d4ee1d34820840	这是一条排水沟。
ogden-receipt	a647f9f91c2819f2	这是一张收据。
ogden-horn	d12ac6a705ede861	这是一只角。
ogden-copper	5617216be78721ae	这是铜。
ogden-shame	d59b471e8de53502	这真令人羞愧。
ogden-twist	014779601af54367	这是一次扭转。
ogden-rod	6d73e67560534465	这是一根杆子。
ogden-driving	62a337986cf79932	我喜欢开车。
ogden-canvas	c9ce437e92ccadda	这是一块帆布。
ogden-thumb	60ce71bed6955ace	这是一根拇指。
ogden-fork	43f29ce0ff42271a	这是一把叉子。
ogden-regret	3bb5f961fd6981c9	这是一件遗憾的事。
ogden-delicate	194659df8bb59ce3	它很精致。
ogden-hook	b86679a788273657	这是一个钩子。
ogden-wool	8f9fad0e725ca83a	这是羊毛。
ogden-ray	168dca752f06ca8a	这是一束光线。
ogden-parallel	755ad9d7d5b15107	这是一条平行线。
ogden-tray	66b71d77159afa8e	这是一个托盘。
ogden-stamp	80de4290b3a06097	这是一枚邮票。
ogden-chin	104071dc89215036	这是一个下巴。
ogden-cart	26148e942c94d18c	这是一辆手推车。
ogden-stiff	71f0e4bfb0e41a20	它很僵硬。
ogden-brass	902aaeaac64fd22c	这是黄铜。
ogden-drawer	b9a63dc8860f406d	这是一个抽屉。
ogden-collar	491ca5612cfffda9	这是一个衣领。
ogden-stitch	f8a29d5ad952f559	这是一针。
ogden-bee	e6c2aded6cf7671a	这是一只蜜蜂。
ogden-whip	a971216a949ec8dc	这是一条鞭子。
ogden-sock	0d0438581b9fa4ce	这是一只短袜。
ogden-soap	f533da10c4788368	这是肥皂。
ogden-crush	6b97777bbaca4b27	这是一次挤压。
ogden-cord	83028ec446969fea	这是一根绳子。
ogden-liquid	063d73d34001f3b6	这是一种液体。
ogden-spoon	765a089c411b1e55	这是一把勺子。
ogden-polish	668914c4271bb025	我能把这个擦亮。
ogden-pin	909878645ac24dc7	这是一枚大头针。
ogden-smash	53854d5e744877aa	这是一次猛击。
ogden-basin	bef04b77cee06acd	这是一个盆。
ogden-pencil	1d9a427b659dc9dd	这是一支铅笔。
ogden-cruel	9409a2b409fee281	他是一个残忍的人。
ogden-bucket	815e4d4817ad8fac	这是一个桶。
ogden-feather	03045f675eda9457	这是一根羽毛。
ogden-monkey	10c451e7cfcaa2c9	这是一只猴子。
ogden-awake	4ef1d354e4488f15	我醒着。
ogden-harmony	44f20550a08e5ffc	这是一种和谐状态。
ogden-goat	ca2dc4c133eb675b	这是一只山羊。
ogden-brake	ddf804f3ffa2dd9b	这是一个刹车装置。
ogden-impulse	6c673877eb41fb51	这是一股冲动。
ogden-thread	0c01eaa97ba342f6	这是一根线。
ogden-screw	16fe5f60269e74b2	这是一枚螺丝。
ogden-invention	b1bbbecaf8df59d2	这是一项发明。
ogden-mist	22ea69bbf311301d	这是一层薄雾。
ogden-bulb	e252f0e7424a1e7f	这是一个灯泡。
ogden-parcel	7a89734ec8199ab9	这是一个包裹。
ogden-hammer	00d3c1247cb631fc	这是一把锤子。
ogden-foolish	cda958ee808f1d96	这很愚蠢。
ogden-worm	ee32d093c6d09e5b	这是一条虫子。
ogden-probable	13c6efc81f0b2723	这很可能发生。
ogden-knot	3421d49ca6b392f4	这是一个结。
ogden-ink	b2d9f10f7252d1d3	这是墨水。
ogden-apparatus	81312a9dd7a2c8b7	这是一套装置。
ogden-amusement	b8d3ab4103808a5f	这是一种娱乐活动。
ogden-poison	ca2c6f4fa31a4f6e	这是一种毒药。
ogden-umbrella	c48c25f03978a4d8	这是一把伞。
ogden-waiting	b46508b51614bda5	我了解等待。
ogden-linen	17254da6e8155d1f	这是亚麻布。
ogden-cough	8b6e1679526166f0	这是一声咳嗽。
ogden-kettle	9f8de7f0a7011e27	这是一把水壶。
ogden-chalk	9b3cd855023929dd	我有一些粉笔。
ogden-sticky	dd027ea0b3350387	它很黏。
ogden-jewel	fa5930963e3ca0fb	这是一件珠宝。
ogden-cushion	3cb6e1264e3709fb	这是一个垫子。
ogden-berry	6727484ae83dd1fe	这是一颗浆果。
ogden-prose	3e16e975996d5867	这是一篇散文。
ogden-whistle	003d9551466d7be0	这是一声口哨。
ogden-porter	58d4b4e63fffaa1e	这是一名搬运工。
ogden-stocking	541ea4c60f856098	这是一只长袜。
ogden-thunder	b46e0882003a4f0d	这是雷声。
ogden-plough	39e39c921dc72053	这是一把犁。
ogden-hollow	09b96cc515b8f527	它是空心的。
ogden-wax	1b5c0840239e963b	这是蜡。
ogden-comb	c092cfc469b8b3cd	这是一把梳子。
ogden-fertile	b96e4062d88bfc9d	它很肥沃。
ogden-disgust	aa61082971614049	我了解厌恶。
ogden-paste	328e7e88fb52192b	这是一种糊状物。
ogden-ornament	438ea50a4bc26488	这是一件装饰品。
ogden-boiling	69cbb07e4b0c89dc	它正在沸腾。
ogden-sponge	5a95397cfde46b58	这是一块海绵。
ogden-jelly	dba44fd0e2e1cba6	这是一份果冻。
ogden-cork	833530c446c159c9	这是一个软木塞。
ogden-spade	823cda0e4e3fd5f9	这是一把铲子。
ogden-scissors	e6e86d65852787e1	这是几把剪刀。
ogden-digestion	b4d2aa9f1588c75e	我了解消化。
ogden-hanging	86023e715ee04310	我了解悬挂。
ogden-feeble	7a667661e57b4885	它很微弱。
ogden-elastic	a18848fa6832c9b5	这是一根松紧带。
ogden-bent	26f9fe6c8f09fcbf	它弯曲了。
ogden-sneeze	b221c9370a3a33b4	这是一个喷嚏。
ogden-fowl	5d4877e10d6c8d12	这是一只家禽。
