# schema=1
authoring_method	direct-llm-reviewed
a1-dictionary	bd24d38182d81352	这是一本字典。
a1-boyfriend	faf3cf3dedbb5678	这是一位男朋友。
a1-spell	ce278fef1c56f910	这是一种拼写。
a1-lion	d00ff87475ce2650	这是一只狮子。
a1-jeans	ee3e79ba087c9a05	这些是牛仔裤。
a1-excited	53707ce4754f814a	我很兴奋。
a1-midnight	e91028209928eade	现在是午夜。
a1-sandwich	cce592e35684a6d9	这是一个三明治。
a1-toilet	a6c1dae86847b66d	这是一个厕所。
a1-dancer	b845410563bb5baf	这是一位舞蹈演员。
a1-seventeen	b0626ae7b796e641	我有十七本书。
a1-swimming	e4ac7ac28d0d134a	我喜欢游泳。
a1-gym	2b059fd50f2f89db	这是一家体育馆。
a1-purple	d565905e6ba7c544	它是紫色的。
a1-geography	f5c501c7c32c88f5	这是地理学。
a1-downstairs	3d2295bb6ece71d6	我在楼下。
a1-bye	67575ad97ab73087	我说“再见”。
a1-supermarket	2250cdc9dde1d007	这是一家超级市场。
a1-boring	291b0d32d5e501a1	这很无聊。
a1-exam	6fc1985e56f80849	这是一场考试。
a1-elephant	991776954c835727	这是一头大象。
a1-bicycle	a71a0ffd7c92d721	这是一辆自行车。
a1-carrot	c61feb3c096c0f27	这是一根胡萝卜。
a1-banana	6f2779729c2f6d31	这是一根香蕉。
a1-grandparent	e1f7e9089b412b24	这是一位祖辈。
a1-dancing	ff6c5723d860de73	这是舞蹈。
a1-fantastic	a930183b482fe715	这太棒了。
a1-homework	0a3cf84d1e55effa	我了解家庭作业。
a1-sweater	4899282ef1b22357	这是一件毛衣。
a1-delicious	7484a4a0911a1f71	这很美味。
a1-passport	447440d61d6fcee0	这是一本护照。
a1-waiter	3816ffd3bd9d90f8	这是一位服务员。
a1-goodbye	0aada7bf492f6948	我说“再见”。
a1-spelling	efd6a185da6806d4	这是一个拼写形式。
a1-cafe	78f5dc93ca8f775d	这是一家咖啡馆。
a1-hobby	28aaff5217845662	这是一个爱好。
a1-blonde	085d8b6da326fa16	它呈金黄色。
a1-euro	f95a19042b927fe9	这是一欧元。
a1-thirsty	a9143b7f54ea3a2f	它口渴了。
a1-blog	f4abd8a6d5a0e982	这是一个博客。
a1-bored	9904b0588748cda6	我觉得无聊。
a1-cd	6bca548dd677bc87	这是一张光盘。
a1-dvd	2317c3c99290c5d4	这是一张DVD。
a1-girlfriend	7c1c0694f727a82c	这是一位女朋友。
a1-online	0d233cb28002b89f	它在线上。
a1-thanks	5649b904ae9f0e9a	我说“谢谢”。
a1-theatre	65af7874086808f3	这是一家剧院。
a1-website	f22a504415477dcd	这是一个网站。
a2-ability	53a14ae88e155c8a	我了解能力。
a2-app	eba4bd9fab29f88d	这是一个应用程序。
a2-based	ba28e3fd06e1541a	它是基于这个的。
a2-bin	071c53ed7ea34989	这是一个储物箱。
a2-gate	da0e1bd378614637	这是一扇大门。
a2-media	ea8ca2ad4a65ee1c	我了解媒体。
a2-pants	89a4f9bb335936c2	这些是裤子。
a2-penny	d639e92781f05030	这是一便士。
a2-smartphone	653f08e26589d98b	这是一部智能手机。
a2-specific	dd9efda7bc691efa	这是明确的。
a2-stair	a1d7e690c5d46b19	这是一级台阶。
a2-state	a810e19038c1fe35	这是一个州。
a2-might	4e531c1b8f2e9d4f	我可能会去。
a2-case	2d22d794301f78a2	这是一种情况。
a2-service	3eb3d55d0fc9279b	这是一项服务。
a2-provide	aa3787cf13adb1d3	我可以提供它。
a2-hold	b0a770a784065d55	这是一次握持。
a2-program	1e14d12856974eba	这是一个节目。
a2-although	b92e332fc0993875	我走，但你没有走。
a2-social	9997718073a2e4ff	这是社会性的。
a2-national	8a78989f096a29f0	这是国家层面的。
a2-perhaps	88e27a2b629b5a52	也许它们相同。
a2-already	33dbd969d0936ebe	我已经在这里了。
a2-allow	a671683eba61967b	我可以允许这样做。
a2-since	976df3ccffb9207b	既然你在这里，我就可以走了。
a2-yet	e6228d6c23088b7f	我还没到那里。
a2-himself	d20acd9824e6065f	他能看见自己。
a2-appear	f856f8cc26b04ace	这可能会出现。
a2-continue	866cec7c763ad8ee	这可以继续。
a2-community	56bdd6858e1bf16d	这是一个社区。
a2-least	922d9913a8788388	我至少有一个。
a2-president	624318b037481fde	这是一位总统。
a2-several	3a6efd2c707af405	我看见几本书。
a2-consider	f61bf1afbb054641	我可以考虑这件事。
a2-kid	6135563aa3746e12	这是一个孩子。
a2-expect	09ccacafb8ccba83	我可以预期它。
a2-suggest	d531dbe2d813ab0a	我可以提出建议。
a2-term	0df31518314fbb10	这是一个术语。
a2-towards	230e65ceece84b58	你向我走来。
a2-figure	06d09429d20bb81e	这是一个数字。
a2-available	1026464cb03f2827	这是可用的。
a2-actually	2f0f70cfec336f4b	我其实就在这里。
a2-research	e0c1cbb887b8167b	我了解研究。
a2-guy	93f96bd54aea7d4b	这是一个家伙。
a2-matter	6fb280ae155e7825	这是一件事情。
a2-receive	afd0329965e512a3	我可以收到它。
a2-less	9d6d66d9ce742ac9	这是较少的一部分。
a2-patient	3d5f024731f2d161	这是一名病人。
a2-major	c8af02e39101f53d	这是一门主修专业。
a2-including	af1c46af5a39d4de	我看见所有人，包括他。
a2-themselves	373e76e9804f9514	他们能看见自己。
a2-itself	7d1268f3ed978792	它能看见自己。
a2-human	6a9342a80855e6da	他是一个人。
a2-develop	645ea1501d1e22ec	这可以发展。
a2-serve	e4cc5fb4743f7025	我端上食物。
a2-reach	39e54a6dc1cc7c40	我能够到它。
a2-involve	168b718b237d581b	这可能涉及工作。
a2-likely	20dc7b584ee0d3de	这很可能发生。
a2-kill	f56d012247b48fc7	它能杀死它。
a2-particular	f798c2096612a7bf	这本特定的书在这里。
a2-raise	6b760f0c760b5fce	这是一次加薪。
a2-international	6d2953741d21874e	这是国际性的。
a2-either	59cd953622142d3f	我可以使用任意一本书。
a2-pass	df98decd1d7e3b29	这是一张通行证。
a2-along	e422588fa7da20ef	我沿着道路走。
a2-department	b2ce2f27998e2704	这是一个部门。
a2-role	9491aa72d4cb5566	这是一个角色。
a2-whole	68f6fc8350284202	我看见整本书。
a2-ground	a31760dc5e452250	这是土地。
a2-evidence	48e1391f23a2879f	我了解证据。
a2-rather	f8e552fbdf40a1a2	它相当大。
a2-drug	eedb19ef34a176dc	这是一种药。
a2-leader	1718d0ea3b2fcc41	这是一位领导者。
a2-finally	bc863db97d98c56f	最后，我出去了。
a2-shall	254287e33e6b8af6	我会走。
a2-according	046c1d4f904f355a	这是按照书上所说的。
a2-relationship	9c6fae21954c85bc	这是一种关系。
a2-accept	874821da97e76f3e	我可以接受他。
a2-god	ea5123d57bbe47f4	这是一位神。
a2-whose	0f86d76dd6dec4bd	这是谁的书？
a2-season	6d20658926ba8d95	这是一个季节。
a2-director	5a9ec46536f9d666	这是一位主管。
a2-especially	d7ef99bfa82db9fb	这尤其重要。
a2-training	890230021b2ea7ca	我了解训练。
a2-pick	d3d45e866d6bec09	这是一个精选项目。
a2-apply	daabb6050fc15744	我可以申请。
a2-couple	b7e02485bf1750e2	我看见一对人。
a2-site	2a229b64bd8cdf43	这是一个地点。
a2-sir	b16f338019f8db55	先生，请到这里来。
a2-hit	1c1fd821f83bb6d5	这是一次击打。
a2-certainly	b36517650dbee64e	它们肯定相同。
a2-data	100d4c3cb62dc13c	我了解数据。
a2-nature	a97e991ea971a271	我了解自然。
a2-image	feff52458c2b5a3b	这是一幅图像。
a2-officer	a81136e6fea0f88a	这是一名军官。
a2-contain	17a43163d5f07ae0	我能容纳它。
a2-method	11bdc062e57dbb39	这是一种方法。
a2-movement	02a3ac6b2a9a7635	这是一次运动。
a2-recent	574f58cd39804ff7	这是最近发生的。
a2-reduce	886c59e7525ab05a	我可以减少它。
a2-single	66f1a596233cc4d4	我单身。
a2-herself	970c6417889ea4ad	她能看见自己。
a2-technology	b2951aea720c3312	我了解技术。
a2-catch	8dbaac925817872f	这是一次捕捉。
a2-wish	9b757963b3037667	这是一个愿望。
a2-award	c746fa0d985eea9b	这是一个奖项。
a2-achieve	354c0e56ae5ceea5	我能完成目标。
a2-deal	93983d8464ab0084	这是一笔交易。
a2-source	1d0031ac802c51bd	这是一个来源。
a2-nearly	4cc70ee6c1971686	它们几乎相同。
a2-billion	8fe471b22aa6b6b4	这是一十亿。
a2-king	6d332da3a0a5e437	这是一位国王。
a2-energy	0436f4c4c4964ad4	我了解能量。
a2-fail	a7e66e59a44d2d89	这可能会失败。
a2-realize	54a59760e12ac748	我明白这件事了。
a2-opportunity	3bee8341b4f6884f	这是一个机会。
a2-foreign	a990673581bb787a	这是外国的。
a2-choice	d492d0391701cbf3	这是一项选择。
a2-used	aeade2136d681990	这是一本用过的书。
a2-population	306007824e55f1d7	我知道这里的人口数量。
a2-rise	d38bf61684158357	它可以上升。
a2-clearly	23ea34344ad73b02	我把它说得很清楚。
a2-benefit	48adabf4ae0119e7	这是一种好处。
a2-myself	206fa964d1d6e18b	我能看见自己。
a2-factor	cf51a36e3fb459d3	这是一个因素。
a2-per	1dea71285581d46a	每人一本书。
a2-argue	2a36aa20fbbbfff2	我可以提出理由。
a2-pattern	0bc0fd96fe928388	这是一个模式。
a2-throw	b53c573a30da90cc	我能把它扔出去。
a2-goal	ca48a4c13401f8b3	这是一个目标。
a2-author	f5aefda1372b7bfa	他是一位作家。
a2-focus	ec19afc2c8bee6e6	这是一个焦点。
a2-further	d4a11be20affb61e	它在更远的地方。
a2-series	d44c67ec864547bd	这是一个系列。
a2-environment	e183952509d34ff3	这是一个环境。
a2-enter	38fe1d4ecb1967d6	我可以进入。
a2-region	d5dae138268c8d32	这是一个区域。
a2-race	3c69751f695ad2cd	这是一场比赛。
a2-response	8fa9e7ec60fd0397	这是一个回应。
a2-refer	38cca06017601019	我提到这件事。
a2-save	986fdcd9cc62272a	我能保存它。
a2-individual	da027b40f13415a2	他是一个独立的人。
a2-scene	2cb92212b1041d76	这是一个场景。
a2-feature	2176a389ac303984	这是一个特征。
a2-exactly	52337a4b8333e0cf	它们完全相同。
a2-following	8c8217a8c747dc23	这是一群追随者。
a2-protect	2ba976008f2e5e45	我能保护它。
a2-manage	b4f178d6456ada15	我能处理好。
a2-affect	7e6c04d65dd6a110	这可能会影响我。
a2-identify	61fd7739e1782300	我能识别它。
a2-lady	a64c5bb710688ff6	这是一位女士。
a2-recognize	f35369b5f3ebade0	我能认出它。
a2-task	2fe2f5f45eef867d	这是一项任务。
a2-character	08e0d7f24bde00df	这是一种性格。
a2-hall	775494777e755443	这是一个大厅。
a2-user	74667badda6b1cab	这是一位用户。
a2-lawyer	e574f1f33962c816	这是一位律师。
a2-professor	6f65337d5d97e1a1	这是一位教授。
a2-publish	bf8aab2a2ebf451d	我可以出版它。
a2-anyway	8971a191c8fdd8b3	无论如何，我都会去。
a2-avoid	047e8e86ae509b77	我可以避开它。
a2-express	dfd33442959c7530	这是一列特快列车。
a2-suppose	eb24dc6e45e1fc97	我可以假设。
a2-strategy	39c6c845dc5a4a15	这是一项战略。
a2-suddenly	6ec89cedd6e6e0dc	突然，我走了。
a2-remove	537601c4fdd1dec0	我可以移除它。
a2-rock	57d42d72b25c60a1	这是一块岩石。
a2-united	d1c81e2b96ba813b	它们联合在一起。
a2-exist	0a47ba4619c011a6	这可以存在。
a2-network	9639413d4692553c	这是一个网络。
a2-conference	08866d1d3bd4331c	这是一场会议。
a2-replace	ddf85f87d7d16858	我可以替换它。
a2-mention	d412dc64680d7b20	这是一次提及。
a2-huge	744be4721ccbb68b	它非常巨大。
a2-successful	85c53ffd59c05320	这是成功的。
a2-original	7dcffa9d6b09596b	这是最初的版本。
a2-respond	8206ee17b70e7704	我对此作出回应。
a2-discover	910704435948b4a9	我能发现它。
a2-traditional	c478f9f7425b9005	这是传统的。
a2-onto	17dd5ce8d8b07cac	这本书可以放到桌子上。
a2-employee	ff55baf13936ea80	这是一名员工。
a2-refuse	d949c17d05fc1754	我可以拒绝。
a2-prevent	e02e270f4c878bd5	我能阻止它。
a2-heavy	8d287d9aa315172b	它很重。
a2-professional	b21374cfb8f7eb57	这是一位专业人士。
a2-item	02efbbb0fde418c5	这是一个项目。
a2-perform	deeb0e5270731e77	我可以完成表演。
a2-direct	5b82933be9845015	这是直接的。
a2-advantage	4596dec92e9460ab	这是一个优点。
a2-worry	bd012d1aeda40129	这是一种担忧。
a2-immediately	e7dc3daf3e226cd2	我立刻就去。
a2-variety	87f632655158ad4e	这是多种类型中的一种。
a2-shoulder	09fe64279c664a4e	这是肩膀。
a2-depend	4727dc650412e8ef	这取决于这件事。
a2-dream	f50f4ff93ee03a33	这是一个梦。
a2-bar	c2b7ebed5828409d	这是一家酒吧。
a2-instead	360c3a5b577b402d	我不去，你去代替我。
a2-speaker	60d403e8dc20ede1	这是一位说话者。
a2-soldier	3ac27104c75c2c80	这是一名军人。
a2-easily	d2bf2af857bf9293	我很容易就把它做完了。
