# schema=1
authoring_method	direct-llm-correction
b2-submit	ea779f78f39ac1be	请在星期五前提交报告。
b2-urge	2bf9e0dd39777d54	我强烈地想要离开。
b2-creature	707a40e6f217a978	这种生物很奇怪。
b2-numerous	1f79cb15b6b190c7	这份报告列举了许多例子。
b2-initially	f6e10a07f743867d	起初，这项计划看起来很简单。
b2-intense	c5c435045af09f48	这场辩论十分激烈。
b2-inspire	b7dbc819719d5076	她的故事能够激励年轻人。
b2-temporary	e3ef3bf06d73a554	这只是一个临时解决办法。
b2-wealth	3a2b4e8d61b0f87c	这个家庭拥有大量财富。
b2-owe	1edf74efe34fe6c7	我还欠他一些钱。
b2-gradually	2897081de681e11b	天气逐渐好转了。
b2-enhance	15bb0c9260717b93	新系统将提高安全性。
b2-evaluate	c1ea625eccf899fc	我们需要评估结果。
b2-monitor	95e12685339160e9	电脑显示器太亮了。
b2-armed	c8a23fda34520359	一名武装警卫站在门口。
b2-anger	8db6d2f843cf4b66	他发现自己很难控制愤怒。
b2-sensitive	fedd9f9c3ea36dd6	不要分享敏感信息。
b2-holy	c8879cfe90fd4bee	这座建筑是一处圣地。
b2-honour	93ad7c8407570d41	能够来到这里是莫大的荣幸。
b2-pure	f985f8e8120f58bf	这个系统可以生产纯净水。
b2-acceptable	35db5c122401b36f	这是一个可以接受的结果。
b2-phenomenon	084dce223dfdc365	这是一种常见的自然现象。
b2-rapid	f780e714b76b6856	这座城市经历了快速发展。
b2-frequency	979f047ac02e765a	我们可以改变频率。
b2-absolute	badfc884681636c8	没有人拥有绝对控制权。
b2-fellow	2ce85cb869c21e4f	他是个友善的家伙。
b2-maximum	3c1919622ec223b7	最高速度是每小时八十公里。
b2-register	edc1a0a2188b34be	请在登记簿上签名。
b2-instance	92bfbb2e71e52653	例如，这种方法能够节省时间。
b2-whisper	a21de530673cbbc9	她轻声低语。
b2-junior	b621cf158722e8db	一名初级员工编写了这份报告。
b2-dig	abda31cdffda9ee4	他们开始挖一个洞。
b2-crop	5d89c0cec9e4f0a0	今年的收成很好。
b2-pace	fc39037f9d29ef57	节奏太快了。
b2-rank	0731dfb7d57b5a89	她在这个组织中职位很高。
b2-enquiry	77f209a32816b2b3	我对这门课程有一个问题。
b2-reserve	da5fd09364204129	这个国家储备了应急食物。
b2-judgement	fef05e44739c995e	法院作出了公正判决。
b2-constantly	029e2d8f90903718	这个系统必须持续运行。
b2-detect	39e83a3b76781b3c	这项检测能够及早发现问题。
b2-install	a2aa369834655410	请先安装软件。
b2-infection	daf21641edffe138	清洁的水有助于预防感染。
b2-aggressive	ad4a4d53a85ea3e1	这只狗表现出攻击性行为。
b2-guarantee	f9d8b4b74b388710	这件产品有保修。
b2-delay	e956c73a505c49db	航班在长时间延误后起飞。
b2-edition	9a5c1c07bc248958	我买了这本书的最新版。
b2-criticize	8e0f1fef3ba0d888	许多人批评这项决定。
b2-defeat	5afce26153f09faa	这支队伍遭遇了惨败。
b2-split	6d6fb39333f7c923	这个团体出现了分裂。
b2-remark	649d791afe8353bb	那句话说得很不谨慎。
b2-mount	0b7531816ffe42e3	相机固定在一个结实的支架上。
b2-found	0f421a22a00648a7	他们希望创办一所新学校。
