# schema=1
authoring_method	direct-llm-reviewed
b1-diamond	0506baa3d9ebad7a	这是一颗钻石。
b1-neighbourhood	892ff6c61732fca1	这是一个街区。
b1-ours	cbf1c7cdbe72af51	这本书是我们的。
b1-decorate	3c182709eeaaa201	我可以装饰它。
b1-translation	1d1bb7dce4d1d2d3	这是一份译文。
b1-photography	4fe19c67bc79fd25	我了解摄影。
b1-similarity	7069e97526eda947	这是一处相似之处。
b1-scan	525f78b902e01b32	我可以扫描它。
b1-talented	95944d5a4cb2e8f1	我很有才华。
b1-definite	e8c46792a18a1afe	这是明确的。
b1-determined	c6b6ceda08259b41	我意志坚定。
b1-donate	dbd665d3ee167f45	我可以捐赠。
b1-bubble	2417051b5b6cc44c	这是一个泡泡。
b1-drum	eeb919ef34849076	这是一面鼓。
b1-stadium	d16c31e8e29a80a3	这是一座体育场。
b1-costume	2569666c6138d5cc	这是一套服装。
b1-calm	6470b57c93a5ff2f	这里很平静。
b1-documentary	8b7d75a343531d75	这是一部纪录片。
b1-indirect	7ed86f7d6f39b200	这是间接的。
b1-earthquake	462b28867eb5216b	这是一场地震。
b1-incredibly	d625e6ea89bb503d	这令人难以置信地重要。
b1-ambitious	761b996ffd53ca71	这很有抱负。
b1-qualified	ec8a7bc4e928d45a	我具备资格。
b1-expedition	3becdf35167d668d	这是一次远征。
b1-cheat	520cea57e20af2e7	这是一次欺骗。
b1-shy	e0975e374612e59a	我很害羞。
b1-worldwide	50b93301eb4fae07	这是全球性的。
b1-relaxed	348f3a1dcd7de7e5	我很放松。
b1-entertain	10040e7e31949512	我可以娱乐大家。
b1-breathing	c9266e53ee06bef6	我了解呼吸。
b1-hurricane	6099ecc7d5c7be57	这是一场飓风。
b1-robot	390c22efacfe4016	这是一个机器人。
b1-embarrassed	0cef165328f42baf	我很尴尬。
b1-fur	43991dc2d2cc8664	这是毛皮。
b1-unpleasant	e8eba8e154e3f637	这令人不愉快。
b1-printing	f2d2c74adfefc967	我了解印刷。
b1-bride	a8f02a3570da9dd2	这是一位新娘。
b1-organized	e010c04c817af82b	这是有组织的。
b1-revise	3f37b523a9b488d3	我可以修改它。
b1-dislike	756d28c669055576	我不喜欢它。
b1-queue	f4c38f87a96680ff	这是一支队伍。
b1-fashionable	5a711530acca1bb6	这很时髦。
b1-sailor	1102b4f2c24e173a	这是一名水手。
b1-cheerful	0d300f3dccc76d2a	它很愉快。
b1-frighten	bb1bc82edae5e677	我可能会吓到他。
b1-organizer	417a27c56c312173	这是一位组织者。
b1-shiny	5bafb6a895807f67	它很有光泽。
b1-luxury	da873e862e6dfb11	这是一种奢侈品。
b1-embarrassing	31705462af6977aa	这令人尴尬。
b1-quotation	c4b2e96a6da63a20	这是一段引语。
b1-injured	e39e6e1ef18e6a53	我受伤了。
b1-keyboard	ab70a18e14b2ca95	这是一个键盘。
b1-theirs	d9505f5c30de4d33	这本书是他们的。
b1-summarize	aa384fca20d95ce6	我可以概括它。
b1-frightening	5b2b2199b2a603b9	这很吓人。
b1-repeated	e7f19ccd975f9ab6	这是重复性工作。
b1-disappointing	9e3b09cdfeff6a93	这令人失望。
b1-educated	ac0e628f9629ad23	我受过教育。
b1-amazed	a0dc9d80eb64fca0	我很惊讶。
b1-indoor	ce84efb5b662e97d	这是一项室内游戏。
b1-imaginary	d833a4690fe12ead	这是想象出来的。
b1-underwear	8d00e6a7d38fc678	这是内衣。
b1-spoken	69a0afe7459be498	这是一个口语词。
b1-annoyed	a3af791182587082	我很恼火。
b1-fry	585a327250ee5b0f	我可以煎这些食物。
b1-fasten	512708149e14a107	我可以把它系紧。
b1-outdoors	96bd3efc8154b73b	这些都在户外。
b1-careless	3e31c8bea0257658	我很粗心。
b1-annoy	d530e64c1b77bbb3	我可能会惹恼他。
b1-spicy	2001e9c62945f73c	这很辣。
b1-indoors	610e52e3b63b608c	我走进室内。
b1-alcoholic	cf5aa0f74d232e02	这是一名酒精成瘾者。
b1-racing	df6b48ad21ebe98f	我喜欢赛车。
b1-annoying	ddfd8ea30a1aeb4d	这很烦人。
b1-covered	5993da3bec0a7b74	它被覆盖住了。
b1-poisonous	046145735b21d6cd	这是有毒的。
b1-statistic	3629fd9999c42c70	这是一个统计数据。
b1-relaxing	5ddce5687e6cc574	这很令人放松。
b1-engaged	1d4f8699102e3707	我有约在身。
b1-dressed	5266f3bf4c7694ee	我已经穿好衣服了。
b1-located	e3dfaa44e8e6fada	它位于这里。
b1-planning	c660a11fa302edc7	我了解规划。
b2-arms	57ed2862257d8345	这些是武器。
b2-bacteria	749f6238b67a1d6d	这些是细菌。
b2-criterion	bab211d1127e29c7	这是一个标准。
b2-logical	ae9f62b4f10d0e87	这是合乎逻辑的。
b2-long-term	9d28f3389d6f75ae	这是一个长期计划。
b2-means	7c06c0a7c9167dbc	这是一种方法。
b2-resist	29e188336e990669	我可以抵抗它。
b2-council	c4b595af1b9900f3	这是一个委员会。
b2-minister	206c3cd424a2772f	这是一位部长。
b2-former	733f9054122b9e39	这是前一个。
b2-thus	1326cb55e709d430	因此，我走了。
b2-establish	5bc509c5f607163d	我可以建立它。
b2-approach	b31be51d4c7b4334	这是一种方法。
b2-scheme	78bbc4f4eca500a7	这是一个方案。
b2-seek	4369ba4432803614	我可以寻找它。
b2-firm	e609e51140660fba	这是一家公司。
b2-lord	9d5b8fa4cf6317c7	这是一位领主。
b2-contract	fc91145cc79fdb08	这是一份合同。
b2-concerned	69cab6877dcfd113	我很关心这件事。
b2-administration	511ae42a344834e6	这是一个行政部门。
b2-agency	21bac4619e8b9311	这是一家代理机构。
b2-ensure	577c54108ff1647e	我可以确保做到。
b2-concern	4c9208d383fd5c9e	这是一个担忧。
b2-significant	ad672e2b502dfc13	这很重要。
b2-principle	2ea8e2847cd6f2e2	这是一条原则。
b2-demand	d2cc12e52b4539c3	这是一个要求。
b2-labour	6ec8939e8511970c	这是劳动。
b2-stock	ae64eae4071d121c	这是一只股票。
b2-association	6a1cb24d6458ab11	这是一个协会。
b2-income	dc2845d786456e35	这是一笔收入。
b2-beyond	d14660025c11bcc5	盒子在桌子的另一边。
b2-fund	f93d6b340eefc967	这是一个基金。
b2-cell	1bf6e070410b36a2	这是一个单元。
b2-whom	a35c7afdacfa36f0	你看见谁了？
b2-county	655e98748b9daf98	这是一个县。
b2-defence	e9ac112fb93f18e2	这是一种防卫措施。
b2-obtain	0f07daeb1a8b4b99	我能获得一个结果。
b2-investment	7dca0a72ada27c33	这是一项投资。
b2-maintain	f164042517513bc7	我可以维持它。
b2-prime	5c708484a06b4d55	这是黄金时段。
b2-aspect	6167d32115afa8b5	这是其中一个方面。
b2-executive	5bfc72e256e8c48b	他是一位高管。
b2-industrial	2e2f8beb4d3c77cf	这是工业工作。
b2-chairman	7451f7a65dca78bf	这是一位主席。
b2-entire	c786c68092579cf8	我看见整本书。
b2-institution	4806a0378b42f932	这是一个机构。
b2-appropriate	d04c0539787ce1d7	这是合适的。
b2-assume	70d9d82e0fb4285c	我假定这件事成立。
b2-procedure	6e231f252a567075	这是一个程序。
b2-commission	43d952d26054ff49	这是一个委员会。
b2-trial	54e6099bf2f88df2	这是一场审判。
b2-proposal	2fad2938bac8e4e4	这是一个提议。
b2-circumstance	308ca32e934396c9	这是一种情况。
b2-sector	6e78fbd78d9e3070	这是一个行业部门。
b2-reveal	441a6e21fac0f4d3	我可以揭示它。
b2-affair	dfef7bfdbe2575cf	这是一件事情。
b2-appeal	82546df828ddb3ad	这是一次呼吁。
b2-regard	45e1769a1e924611	我了解关切。
b2-pupil	fe95da50b81c5d96	这是一名学生。
b2-operate	afd434f4062ed52c	我可以操作它。
b2-majority	142ba52cc041c50b	这是大多数人。
b2-extent	bde3927f078e9ec6	这就是范围。
b2-enable	6213a2cbcac9e875	我可以使它成为可能。
b2-parliament	8838df59ca0e9f6b	这是一个议会。
b2-tough	b6f01b289fef20df	这很艰难。
b2-facility	70607c6e14fa7785	这是一个设施。
b2-extend	b433678ee97369e3	我可以延伸它。
b2-cancer	9e1cd3140a406e91	这是癌症。
b2-violence	671b7cfdcacda51a	这是暴力。
b2-arise	d6b2e16364bef9fe	变化可能会出现。
b2-species	db91f1f1ced643bc	这是一个物种。
b2-civil	d77dbcaef6f1c6ba	这是民法。
b2-shot	d2d52c6fed274d1e	这是一次射击。
b2-budget	4e1aaf41826da4c9	这是一个预算。
b2-threat	0bcb4aa97b74a3a6	这是一个威胁。
b2-district	f0fb90518fa67428	这是一个地区。
b2-requirement	87a71bd930c75203	这是一个要求。
b2-debate	ffd395cef51cee01	这是一场辩论。
b2-citizen	15cfcc0ce1aa3dfe	这是一位市民。
b2-opposition	a4be190f0e952c14	我了解反对意见。
b2-senior	cb2eb80934714aea	这是一位年长者。
b2-mission	0ec51fce62946aa4	这是一项任务。
b2-aid	12821a9f3002e606	这是一种援助。
b2-concept	3ad8d6d379d64622	这是一个概念。
b2-participant	742c57a08bb2023d	这是一名参与者。
b2-gain	ef80c8d2f3561b6b	这是一次收获。
b2-fully	568be8696616beb7	它已经完全准备好了。
b2-critical	bdefbfbbd34f2975	这是关键的。
b2-recall	1d7f1273376de965	这是一次回忆。
b2-stare	614d08335bb2087d	我盯着它看。
b2-otherwise	f2fdf1f816ac5355	我出去，否则你就出去。
b2-status	e25f5110c112a3a0	这是一个状态。
b2-strike	570ac80ac6d894a0	这是一场罢工。
b2-failure	f5e2a59d0d670a00	这是一次失败。
b2-freedom	3db76875f6268156	我了解自由。
b2-adopt	254cd75f9213de26	我可以采用它。
b2-trust	a39c739d797c74d2	我了解信任。
b2-conduct	7ab8badc2070dcf0	我了解行为方式。
b2-investigation	b96f156928a332f2	这是一次调查。
b2-conflict	ddf7520f53f3d3c0	这是一场冲突。
b2-league	2d45f160533c2634	我了解这个联盟。
b2-dozen	d77c851f061d8239	我有一打书。
b2-contribution	1d41d0acdbf5e520	这是一项贡献。
b2-crisis	5671b6d861f6adc1	这是一场危机。
b2-annual	9a8ea7812380ea5d	这是一份年刊。
b2-associate	b1330bc154b01592	这是一位同伴。
b2-vision	2737929e16c60dce	这是一种视野。
b2-presence	51e343aac41c821d	这是一种存在感。
b2-protection	1d73a9e27d7882e5	我了解保护。
b2-master	2a40149f618a9435	他是一位主人。
b2-relatively	04a5f2fe8ad70f14	它们相对相同。
b2-handle	8683f5087615538c	这是一个把手。
b2-relevant	4544ff2613fd6fd4	它与这件事相关。
b2-apparently	9e615d257f22e0e5	它们看起来相同。
b2-consideration	3ca9e668ef121f50	我了解考虑因素。
b2-assessment	40e9e24e4150809a	我了解评估。
b2-emerge	bf90bc12912a12a6	这可能会出现。
b2-regional	69c381b7782f8f91	这是地方性工作。
b2-resident	6ae12c0f04241847	他是一位居民。
b2-deny	9866f3377e92ca49	我可以否认它。
b2-potential	b7af6d8fe25733ac	这是一种潜力。
b2-willing	5dd99c8dd27306f8	我愿意。
b2-justice	fa709e9f8ffd0dcd	这是一种正义。
b2-observe	53ba85e4a433b7b8	我可以观察它。
b2-settle	e234f6bebbe34f84	我能解决它。
b2-estate	45938703917357b8	这是一处地产。
b2-leadership	7f21e9dd5759ebd1	我了解领导能力。
b2-propose	b0040b089bcc181e	我提出一个计划。
b2-additional	e5a117607dc0e71d	这是额外工作。
b2-contribute	d8365c6c6ec74f8a	我为这件事作出贡献。
b2-objective	149ad5c80eb71ad0	我有一个目标。
b2-largely	43a2e38ba29d7c73	它们大体相同。
b2-faith	4e84b7549141a750	我了解信念。
b2-nevertheless	ff3e93dea874c1c9	我出去了，但你没有。
b2-confidence	12b1052a98fa93d4	我了解信心。
b2-commitment	09941b0a898a7cf5	这是一项承诺。
b2-critic	86bb6ca1be0df042	这是一位评论家。
b2-volume	e7b1850030f854e8	这是一本册子。
b2-insist	7e572696752ebf13	我坚持这件事。
b2-entirely	f05ccfcb061e36e1	它们完全相同。
b2-demonstrate	3e217744d575e9d6	我可以示范它。
b2-domestic	5239fa2751a3c1ae	这是家庭内部的。
b2-engage	7235d9ac468576d6	我可以和你一起参与。
b2-threaten	ecd286a4a3aa5ca9	我可以威胁他。
b2-relief	5e3fa8e273644159	这是一种缓解。
b2-grant	b3959c93fdb7edcc	这是一项拨款。
b2-actual	74a40d491ce69b73	这是真实结果。
b2-regulation	7cfddcd0fda71d5e	这是一项规定。
b2-broad	7859c0bd45a03f76	它很宽广。
b2-wage	40bd545d2e881292	这就是工资。
b2-acquire	1b0a91084c43ee2c	我可以获得它。
b2-perspective	99447a9dba0f17d0	这是一个视角。
b2-construction	9249033b69e61cab	我了解建筑工程。
b2-internal	586fd1b9f33bf8a5	这是内部的。
b2-launch	0e5c755cb2a83653	这是一次发布活动。
b2-session	f762135abef3d7ca	这是一次会议。
b2-housing	a4ddb589fc24f956	这是住房。
b2-discipline	0fde336313b68bfe	我了解纪律。
b2-increasingly	153fa82fb28de56c	这越来越重要。
b2-hell	401eae0818c0e8b5	我了解地狱。
b2-moral	eda7f5b47b70d265	我了解道德。
b2-retain	e94d526d74b5846b	我可以保留它。
b2-victory	572136fe775c0d5c	这是一场胜利。
b2-loan	0de2a2a50f1a12a8	这是一笔贷款。
b2-finding	a2edb7db70650c7d	这是一个研究发现。
b2-grab	e67ce80d6cf3e261	我可以抓住它。
b2-limited	2a53871cbe5a601c	这是有限的。
b2-assess	c4a1b5bebececee6	我可以评估它。
b2-pension	1962a6926c35f844	这是一笔养老金。
b2-conservative	7d8c1c3ec89d3e19	这是保守派的那个。
b2-capacity	a01a5f11361c0d6a	这是一个容量值。
b2-vary	a390009ed711fa3c	我可以改变它。
b2-finance	bf3ac8e4b6dedf0e	我了解金融。
b2-impose	bec244eee1d56a95	我可以征收它。
b2-rural	40903c99f9c3abb5	这是一个乡村地区。
b2-lean	32997d404e5e45e1	我可以靠在这个上面。
b2-whereas	bf9d5a989427b80c	我走，但你没有走。
b2-initial	fce85f075c2cbd90	这是一个首字母。
b2-examination	c7d6397a0cba7dab	这是一场考试。
b2-declare	df1a7ba550126556	我可以宣布它。
b2-aircraft	081b6bbcd42c9ac2	这是一架飞行器。
b2-reasonable	8da8da7667ea2bf6	这是合理的。
b2-offence	bd29d8f977c990be	这是一起违法行为。
b2-reduction	f92b1e97283bf509	这是一次减少。
b2-detailed	99dca7fc81bc41cb	这是一个详细计划。
b2-concentration	57e1cadafdf5e6ad	这是一种集中状态。
b2-overall	768093c8422afb04	总的来说，它很好。
b2-corporate	62fedd7fbe9bacd5	这是企业工作。
b2-urban	86aaa0889cebc46b	这是一个城区。
b2-criticism	6e94cbde9031cd4b	这是一条批评意见。
b2-transfer	14b615fcc809083b	这是一次转移。
b2-surround	5c2506f186c2e27f	他们可以包围这里。
b2-soul	8739f858611c1efb	这是一个灵魂。
b2-panel	99eed92a090926f4	这是一块面板。
b2-select	4e8589f962cad9b5	这是一本精选图书。
b2-emotional	7bcbf001f75a5982	这是情绪化的。
b2-fee	74b18dce5f84df6e	这是一笔费用。
b2-institute	871499de1ff51bb5	这是一个学会。
b2-component	a2b182800e80f6f7	这是一个组件。
b2-minority	575f983e89dcf51a	我了解少数群体。
